	Chlorophyll-a	Chlorophyll-b	DV chlorophyll-a	Chlorophyllide-a	Phaeophorbide-a	Phaeophytin-a	Chlorophyll C3	chlorophyll c2
331.7	0.007507877	0.007427907	0.006869629	0.014739605	0.007049974	0.006509919	0.008786149	0.008786149
330.8	0.007467414	0.006901239	0.006775119	0.014356524	0.006670689	0.006631943	0.007844199	0.007844199
330.0	0.00750697	0.007059041	0.006399205	0.014455862	0.006191514	0.006893525	0.007500757	0.007500757
329.1	0.007597682	0.00712735	0.006157296	0.013919324	0.005614519	0.007002841	0.005809294	0.005809294
328.3	0.007714812	0.006983197	0.005616241	0.013154119	0.004905758	0.007015784	0.005094532	0.005094532
327.4	0.0077368	0.006812618	0.005271104	0.012353919	0.004104959	0.007154827	0.003450853	0.003450853
326.6	0.007712093	0.006809028	0.005245065	0.010589626	0.00294276	0.007107512	0.001810833	0.001810833
325.7	0.008154593	0.006697124	0.003497338	0.008621756	0.001757432	0.006741443	-0.000944685	-0.000944685
324.9	0.008288404	0.006624435	0.002578074	0.004012266	0.000198762	0.005683007	-0.003641237	-0.003641237
324.0	0.008555263	0.006756754	0.001587051	-0.003210771	-0.001275031	0.003588645	-0.006625194	-0.006625194
323.1	0.008629288	0.006653048	-0.000450821	-0.013668997	-0.002232965	-0.000294313	-0.008534986	-0.008534986
322.3	0.008754527	0.007044845	-0.001796789	-0.024457762	-0.003048768	-0.005349977	-0.011480501	-0.011480501
321.4	0.008518332	0.004703736	-0.002134745	-0.031573979	-0.003122036	-0.008865143	-0.011544761	-0.011544761
320.6	0.010096121	0.006203504	-0.003018411	-0.036018212	-0.003114641	-0.010987003	-0.012040234	-0.012040234
